sentence,frequency
আগের অর্থবছরের চলতি ২০২০-২১ অর্থবছরের বাজেটেও পোশাক খাতে ১ শতাংশ বাড়তি প্রণোদনা হয়,1
দাবি জানিয়ে সংগঠনটির সভাপতি রুবানা হক এক মাস গত ৯ সেপ্টেম্বর বাণিজ্যমন্ত্রী টিপু মুনশিকে চিঠি দিয়েছেন,1
"বিজিএমইএ চায়, শতভাগ বিদেশি দেশি-বিদেশি মালিকানার কোম্পানিগুলোও ১ শতাংশ প্রণোদনা পাক",1
"দেশি, অর্থাৎ টাইপ স্থানীয় প্রতিষ্ঠানগুলো ২০১৯-২০ অর্থবছর ইউরোপীয় ইউনিয়ন (ইইউ), যুক্তরাষ্ট্র কানাডায় রপ্তানির ১ শতাংশ সহায়তা পাচ্ছে",1
আগস্টের ৩১ তারিখ শেষ হওয়া স্কিমের সময় বর্ধিত আহ্বান জানিয়েছেন ব্যবসায়ী,1
১০ অর্ডার হয়েছে স্কিমের আওতায়,1
হিন্দুধর্মাবলম্বীদের প্রধান উৎসব দুর্গাপূজা কলকাতার ইলিশপ্রিয় ব্যক্তিদের কথা ভেবে বাংলাদেশ সরকার মিলিয়ে ১ ৮৫০ টন ইলিশ রপ্তানির অনুমতি দেয়,1
বাংলাদেশের ৯টি রপ্তানিকারক প্রতিষ্ঠান রপ্তানির অনুমতি পায়,1
সরকারের অনুমোদন পাওয়ার গত ১৪ সেপ্টেম্বর বেনাপোল-পেট্রাপোল স্থলবন্দর দিয়ে ইলিশের চালান আসে,1
চালানে ২০ টন ইলিশ,1
"গেছে, ১৪ সেপ্টেম্বর প্রতিদিনই ইলিশ আসছে কলকাতায়",1
শনিবার বছরের শেষ চালানে ২০০ টন ইলিশ আসছে,1
রপ্তানির আদেশ দেওয়ার সময়ই বাংলাদেশ সরকার নির্দেশ দিয়েছিল ১০ অক্টোবরের ইলিশ রপ্তানির কার্যক্রম শেষ হবে,1
অবস্থায় গত বছর পূজার সময় বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনা পশ্চিমবঙ্গে ৫০০ টন ইলিশ রপ্তানির ব্যবস্থা করেছিলেন,1
আসছে ১ ৮৫০ টন ইলিশ,1
"জানতে চাইলে কলকাতার ফিশ ইমপোর্টার্স অ্যাসোসিয়েশনের সম্পাদক সৈয়দ আনোয়ার মকসুদ গতকাল শুক্রবার আলোকে বলেন, বাংলাদেশ সরকার প্রথমে কলকাতায় ১ ৪৫০ টন ইলিশ রপ্তানির অনুমতি দিয়েছিল",1
৪০০ টন ইলিশ রপ্তানির অনুমতি দেয়,1
শনিবার শেষ চালানে ইলিশ আসছে ১৫টি ট্রাকে করে,1
স্মার্টফোনটির মডেল ভিভো ভি২০,1
৪৪ মেগাপিক্সেলের সেলফি ক্যামেরা যুক্ত হয়েছে,1
বাজারে সবচেয়ে ৩২ মেগাপিক্সেলের সেলফি ক্যামেরার স্মার্টফোন,1
৯ অক্টোবর আনুষ্ঠানিকভাবে ভিভো ভি২০ মোড়ক উন্মোচন হবে,1
৪৪ মেগাপিক্সেলের সেলফি ক্যামেরায় ভিভো যুক্ত 'আই অটো–ফোকাস' প্রযুক্তি,1
স্কিমের আওতায় সোম বুধবার ১০ পাউন্ডের দামে খাবার কিনলে গ্রাহকের ৫০ শতাংশ মূল্য ছাড়ের সুবিধা হয়,1
আগস্টে গতি কমে বৃদ্ধি হয়েছে ২ দশমিক ১ শতাংশ,1
১৪১টি দেশে প্রাণ-আরএফএলের পণ্য রপ্তানি হয়,1
আফ্রিকার দেশগুলোতে বছরে ২০০ টাকার পণ্য রপ্তানি প্রাণ,1
বিশ্বব্যাংকের পূর্বাভাস অনুযায়ী সামগ্রিকভাবে বিশ্ব অর্থনীতি ৫ দশমিক ২ শতাংশ সংকুচিত হবে,1
আশা চলতি বছর শেষে প্রবৃদ্ধি ১ দশমিক ৬ শতাংশ,1
"পরামর্শ কী? আহসান খান চৌধুরী বলেন, 'প্রথম ১০ বছর বাবার দেখানো পথেই চলতে হবে",1
